claim_id,estimate_id,estimate_date,estimate_source,third_party_id,estimate_type,estimate_amount,building_amount,contents_amount,other_structures_amount,loss_of_use_amount,estimate_status,estimate_description
CLM00864,EST0002322,2023-04-06,General Contractor,TP00048,General Contractor Estimate,24300,20098,2767,1771,0,Partially Accepted,Estimate submitted by involved general contractor.
CLM00864,EST0002323,2023-05-04,Carrier,,Revised,29100,25286,3087,1825,0,Under Review,Supplemental estimate received with additional repair line items.
CLM00864,EST0002324,2023-04-20,General Contractor,,Supplement,32600,26622,3072,2118,788,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00865,EST0002325,2024-11-04,Carrier,,Initial,23900,19617,2486,678,1119,Final,Initial carrier estimate following inspection and scope review.
CLM00865,EST0002326,2024-11-11,Electrician,TP00091,Electrician Estimate,21800,19090,1526,254,930,Under Review,Estimate submitted by involved electrician.
CLM00866,EST0002327,2025-11-09,Carrier,,Initial,49400,39135,3402,731,6132,Superseded,Initial carrier estimate following inspection and scope review.
CLM00866,EST0002328,2025-11-23,Roofer,TP00026,Roofer Estimate,48500,36753,5143,262,6342,Partially Accepted,Estimate submitted by involved roofer.
CLM00867,EST0002329,2023-10-26,Carrier,,Initial,34300,27941,3536,1033,1790,Final,Initial carrier estimate following inspection and scope review.
CLM00868,EST0002330,2024-10-22,Carrier,,Initial,40400,30212,882,740,8566,Final,Initial carrier estimate following inspection and scope review.
CLM00869,EST0002331,2023-06-19,Carrier,,Initial,13400,11663,828,354,555,Final,Initial carrier estimate following inspection and scope review.
CLM00869,EST0002332,2023-06-25,Roofer,TP00026,Roofer Estimate,14900,11741,492,990,1677,Under Review,Estimate submitted by involved roofer.
CLM00869,EST0002333,2023-06-21,Public Adjuster,TP00070,Public Adjuster Estimate,21100,18163,1455,1209,273,Partially Accepted,Estimate package submitted by public adjuster.
CLM00870,EST0002334,2024-10-27,Carrier,,Initial,54100,46014,1383,1837,4866,Final,Initial carrier estimate following inspection and scope review.
CLM00870,EST0002335,2024-11-04,Roofer,TP00033,Roofer Estimate,60100,43613,4811,2223,9453,Under Review,Estimate submitted by involved roofer.
CLM00871,EST0002336,2025-07-21,Carrier,,Initial,20200,15838,886,438,3038,Superseded,Initial carrier estimate following inspection and scope review.
CLM00871,EST0002337,2025-07-22,General Contractor,TP00052,General Contractor Estimate,27500,20348,2498,1790,2864,Partially Accepted,Estimate submitted by involved general contractor.
CLM00871,EST0002338,2025-10-25,General Contractor,TP00052,Supplement,29600,25004,3047,438,1111,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00872,EST0002339,2024-11-01,Carrier,,Initial,38700,30607,845,191,7057,Superseded,Initial carrier estimate following inspection and scope review.
CLM00872,EST0002340,2024-11-10,Roofer,TP00037,Roofer Estimate,52000,45270,3107,853,2770,Partially Accepted,Estimate submitted by involved roofer.
CLM00872,EST0002341,2024-11-24,Carrier,TP00037,Revised,64200,51111,6694,3209,3186,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00873,EST0002342,2022-09-15,Carrier,,Initial,5100,4281,295,31,493,Final,Initial carrier estimate following inspection and scope review.
CLM00873,EST0002343,2022-09-24,General Contractor,TP00053,General Contractor Estimate,6200,5454,419,81,246,Under Review,Estimate submitted by involved general contractor.
CLM00874,EST0002344,2025-06-05,Carrier,,Initial,46300,34832,4303,3204,3961,Superseded,Initial carrier estimate following inspection and scope review.
CLM00874,EST0002345,2025-06-16,Roofer,TP00036,Roofer Estimate,55500,48110,3957,3943,0,Partially Accepted,Estimate submitted by involved roofer.
CLM00874,EST0002346,2025-07-22,General Contractor,,Revised,65300,49673,3157,343,12127,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00875,EST0002347,2023-02-03,Carrier,,Initial,20900,15770,876,1079,3175,Superseded,Initial carrier estimate following inspection and scope review.
CLM00875,EST0002348,2023-02-08,Roofer,TP00031,Roofer Estimate,25400,21841,1547,559,1453,Partially Accepted,Estimate submitted by involved roofer.
CLM00875,EST0002349,2023-03-05,General Contractor,,Supplement,28100,21991,3152,57,2900,Under Review,Updated estimate following reinspection and documentation review.
CLM00875,EST0002350,2023-03-30,Roofer,,Revised,34300,26119,4043,1898,2240,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00876,EST0002351,2022-12-14,Carrier,,Initial,26900,23986,2399,57,458,Final,Initial carrier estimate following inspection and scope review.
CLM00876,EST0002352,2022-12-29,Plumber,TP00047,Plumber Estimate,28800,24861,1582,426,1931,Under Review,Estimate submitted by involved plumber.
CLM00877,EST0002353,2022-09-02,Carrier,,Initial,9800,7438,934,298,1130,Superseded,Initial carrier estimate following inspection and scope review.
CLM00877,EST0002354,2022-09-22,General Contractor,TP00052,General Contractor Estimate,12800,10569,369,355,1507,Partially Accepted,Estimate submitted by involved general contractor.
CLM00877,EST0002355,2022-10-24,General Contractor,,Revised,15000,13015,1466,16,503,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00878,EST0002356,2022-05-07,Carrier,,Initial,145500,106950,16720,10676,11154,Final,Initial carrier estimate following inspection and scope review.
CLM00878,EST0002357,2022-05-25,Electrician,TP00089,Electrician Estimate,200000,153011,21406,11035,14548,Under Review,Estimate submitted by involved electrician.
CLM00879,EST0002358,2022-11-01,Carrier,,Initial,11700,8441,480,297,2482,Final,Initial carrier estimate following inspection and scope review.
CLM00879,EST0002359,2022-11-12,General Contractor,TP00051,General Contractor Estimate,11400,9862,916,50,572,Under Review,Estimate submitted by involved general contractor.
CLM00879,EST0002360,2022-11-08,Public Adjuster,TP00071,Public Adjuster Estimate,16700,14904,1455,254,87,Under Review,Estimate package submitted by public adjuster.
CLM00880,EST0002361,2024-01-10,Carrier,,Initial,24700,19521,1155,1467,2557,Superseded,Initial carrier estimate following inspection and scope review.
CLM00880,EST0002362,2024-01-05,General Contractor,TP00049,General Contractor Estimate,29000,24920,1173,1561,1346,Partially Accepted,Estimate submitted by involved general contractor.
CLM00881,EST0002363,2024-05-20,Carrier,,Initial,36000,28068,974,766,6192,Final,Initial carrier estimate following inspection and scope review.
CLM00881,EST0002364,2024-06-04,Electrician,TP00089,Electrician Estimate,41100,30189,2754,3202,4955,Under Review,Estimate submitted by involved electrician.
CLM00882,EST0002365,2023-05-08,Carrier,,Initial,18000,15698,549,544,1209,Superseded,Initial carrier estimate following inspection and scope review.
CLM00882,EST0002366,2023-05-14,General Contractor,TP00057,General Contractor Estimate,24200,21038,2036,844,282,Partially Accepted,Estimate submitted by involved general contractor.
CLM00883,EST0002367,2022-10-20,Carrier,,Initial,44700,32762,2455,315,9168,Superseded,Initial carrier estimate following inspection and scope review.
CLM00883,EST0002368,2022-11-01,Plumber,TP00039,Plumber Estimate,53000,44623,3164,290,4923,Partially Accepted,Estimate submitted by involved plumber.
CLM00883,EST0002369,2022-12-11,General Contractor,TP00039,Revised,63100,46504,5046,1051,10499,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00884,EST0002370,2022-10-24,Carrier,,Initial,87900,76738,8669,6772,0,Final,Initial carrier estimate following inspection and scope review.
CLM00885,EST0002371,2025-06-13,Carrier,,Initial,25900,20264,2956,247,2433,Superseded,Initial carrier estimate following inspection and scope review.
CLM00885,EST0002372,2025-06-18,Plumber,TP00041,Plumber Estimate,51600,44727,5262,3114,0,Partially Accepted,Estimate submitted by involved plumber.
CLM00885,EST0002373,2025-07-24,Plumber,TP00041,Supplement,55800,46427,1422,3156,4795,Under Review,Updated estimate following reinspection and documentation review.
CLM00885,EST0002374,2025-08-11,Carrier,TP00041,Revised,69200,53899,3018,830,11453,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00886,EST0002375,2024-07-13,Carrier,,Initial,40600,31524,4765,2130,2181,Superseded,Initial carrier estimate following inspection and scope review.
CLM00886,EST0002376,2024-07-12,Roofer,TP00027,Roofer Estimate,82900,70079,8009,1533,3279,Partially Accepted,Estimate submitted by involved roofer.
CLM00886,EST0002377,2024-07-20,Public Adjuster,TP00068,Public Adjuster Estimate,53700,45438,5542,2637,83,Partially Accepted,Estimate package submitted by public adjuster.
CLM00886,EST0002378,2024-10-04,General Contractor,TP00027,Supplement,66600,54459,4256,4190,3695,Under Review,Updated estimate following reinspection and documentation review.
CLM00886,EST0002379,2024-09-06,Roofer,TP00027,Revised,78100,69362,7851,3648,0,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00887,EST0002380,2023-04-10,Carrier,,Initial,47600,39211,1641,2002,4746,Final,Initial carrier estimate following inspection and scope review.
CLM00887,EST0002381,2023-04-13,Plumber,TP00041,Plumber Estimate,57000,50599,1544,2448,2409,Under Review,Estimate submitted by involved plumber.
CLM00888,EST0002382,2025-10-29,Carrier,,Initial,22400,19438,578,1581,803,Superseded,Initial carrier estimate following inspection and scope review.
CLM00888,EST0002383,2025-11-02,Plumber,TP00046,Plumber Estimate,26500,23601,1048,1951,0,Partially Accepted,Estimate submitted by involved plumber.
CLM00888,EST0002384,2026-01-07,Carrier,TP00046,Supplement,27100,22566,1723,1407,1404,Under Review,Updated estimate following reinspection and documentation review.
CLM00888,EST0002385,2025-11-19,Plumber,,Revised,32800,25535,1411,1913,3941,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00889,EST0002386,2025-10-01,Carrier,,Initial,6200,4625,332,314,929,Final,Initial carrier estimate following inspection and scope review.
CLM00889,EST0002387,2025-10-06,Plumber,TP00041,Plumber Estimate,8600,7242,326,201,831,Under Review,Estimate submitted by involved plumber.
CLM00890,EST0002388,2025-09-27,Carrier,,Initial,17600,13268,1273,66,2993,Final,Initial carrier estimate following inspection and scope review.
CLM00890,EST0002389,2025-10-10,Plumber,TP00047,Plumber Estimate,18700,15095,719,1012,1874,Under Review,Estimate submitted by involved plumber.
CLM00891,EST0002390,2022-07-13,Carrier,,Initial,10600,9351,772,690,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00891,EST0002391,2022-07-24,Roofer,TP00029,Roofer Estimate,11500,9948,671,38,843,Partially Accepted,Estimate submitted by involved roofer.
CLM00891,EST0002392,2022-09-15,Roofer,,Supplement,13100,10772,1555,1031,0,Under Review,Revised estimate created following scope reconciliation.
CLM00891,EST0002393,2022-10-05,Roofer,TP00029,Revised,13500,11217,895,937,451,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00892,EST0002394,2025-04-10,Carrier,,Initial,54200,44636,1966,268,7330,Final,Initial carrier estimate following inspection and scope review.
CLM00892,EST0002395,2025-04-17,Roofer,TP00028,Roofer Estimate,63200,52666,2460,5038,3036,Under Review,Estimate submitted by involved roofer.
CLM00892,EST0002396,2025-04-12,Public Adjuster,TP00071,Public Adjuster Estimate,81900,72326,6312,1465,1797,Partially Accepted,Estimate package submitted by public adjuster.
CLM00893,EST0002397,2025-10-03,Carrier,,Initial,16500,13630,1034,752,1084,Final,Initial carrier estimate following inspection and scope review.
CLM00893,EST0002398,2025-09-30,General Contractor,TP00057,General Contractor Estimate,16900,12827,1220,1178,1675,Under Review,Estimate submitted by involved general contractor.
CLM00894,EST0002399,2024-10-18,Carrier,,Initial,36600,27875,782,1013,6930,Final,Initial carrier estimate following inspection and scope review.
CLM00895,EST0002400,2022-04-01,Carrier,,Initial,21400,16424,1620,1293,2063,Superseded,Initial carrier estimate following inspection and scope review.
CLM00895,EST0002401,2022-04-13,Roofer,TP00035,Roofer Estimate,28700,21930,2851,913,3006,Partially Accepted,Estimate submitted by involved roofer.
CLM00896,EST0002402,2023-01-09,Carrier,,Initial,20500,17336,1107,529,1528,Final,Initial carrier estimate following inspection and scope review.
CLM00896,EST0002403,2023-01-22,Electrician,TP00091,Electrician Estimate,22600,19679,2176,614,131,Under Review,Estimate submitted by involved electrician.
CLM00897,EST0002404,2024-06-28,Carrier,,Initial,55300,39916,1948,18,13418,Superseded,Initial carrier estimate following inspection and scope review.
CLM00897,EST0002405,2024-07-07,Roofer,TP00026,Roofer Estimate,105300,80399,7231,4606,13064,Partially Accepted,Estimate submitted by involved roofer.
CLM00897,EST0002406,2024-07-07,Public Adjuster,TP00070,Public Adjuster Estimate,70700,53421,4277,4049,8953,Under Review,Estimate package submitted by public adjuster.
CLM00897,EST0002407,2024-09-27,Carrier,,Supplement,85400,64709,3023,4163,13505,Under Review,Supplemental estimate received with additional repair line items.
CLM00897,EST0002408,2024-08-15,General Contractor,,Revised,94500,73310,8122,2492,10576,Under Review,Updated estimate following reinspection and documentation review.
CLM00897,EST0002409,2024-09-08,General Contractor,,Supplement,99200,77182,4358,1132,16528,Under Review,Supplemental estimate received with additional repair line items.
CLM00897,EST0002410,2024-08-02,Roofer,TP00026,Supplement,113100,96752,10637,6253,0,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00898,EST0002411,2025-05-19,Carrier,,Initial,25700,21552,1280,1966,902,Final,Initial carrier estimate following inspection and scope review.
CLM00899,EST0002412,2024-06-13,Carrier,,Initial,21700,16778,2603,1708,611,Superseded,Initial carrier estimate following inspection and scope review.
CLM00899,EST0002413,2024-06-26,Plumber,TP00044,Plumber Estimate,27400,20362,3128,508,3402,Partially Accepted,Estimate submitted by involved plumber.
CLM00899,EST0002414,2024-07-22,Carrier,TP00044,Supplement,32400,23362,2678,1976,4384,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00900,EST0002415,2023-05-24,Carrier,,Initial,17000,13381,1372,683,1564,Superseded,Initial carrier estimate following inspection and scope review.
CLM00900,EST0002416,2023-06-08,General Contractor,TP00057,General Contractor Estimate,18400,13617,2119,270,2394,Partially Accepted,Estimate submitted by involved general contractor.
CLM00900,EST0002417,2023-06-10,Public Adjuster,TP00065,Public Adjuster Estimate,23000,16779,1004,931,4286,Partially Accepted,Estimate package submitted by public adjuster.
CLM00901,EST0002418,2024-10-23,Carrier,,Initial,52400,43545,3998,1954,2903,Final,Initial carrier estimate following inspection and scope review.
CLM00901,EST0002419,2024-10-27,Roofer,TP00034,Roofer Estimate,51400,37518,3076,2877,7929,Under Review,Estimate submitted by involved roofer.
CLM00902,EST0002420,2023-12-01,Carrier,,Initial,32100,24144,3210,1050,3696,Final,Initial carrier estimate following inspection and scope review.
CLM00902,EST0002421,2023-12-18,Roofer,TP00028,Roofer Estimate,37900,33557,3319,680,344,Under Review,Estimate submitted by involved roofer.
CLM00903,EST0002422,2023-01-20,Carrier,,Initial,74400,61604,8720,5380,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00903,EST0002423,2023-02-08,Roofer,TP00028,Roofer Estimate,101800,80174,10805,227,10594,Partially Accepted,Estimate submitted by involved roofer.
CLM00904,EST0002424,2025-08-02,Carrier,,Initial,6500,5846,601,437,0,Final,Initial carrier estimate following inspection and scope review.
CLM00904,EST0002425,2025-07-28,Plumber,TP00042,Plumber Estimate,8200,6888,437,413,462,Under Review,Estimate submitted by involved plumber.
CLM00904,EST0002426,2025-08-17,Public Adjuster,TP00070,Public Adjuster Estimate,11300,8546,1236,521,997,Accepted,Estimate package submitted by public adjuster.
CLM00905,EST0002427,2022-09-30,Carrier,,Initial,167000,124363,19527,2159,20951,Final,Initial carrier estimate following inspection and scope review.
CLM00905,EST0002428,2022-09-27,Electrician,TP00091,Electrician Estimate,154900,127089,5243,12381,10187,Under Review,Estimate submitted by involved electrician.
CLM00906,EST0002429,2025-11-08,Carrier,,Initial,32600,23543,3154,2357,3546,Superseded,Initial carrier estimate following inspection and scope review.
CLM00906,EST0002430,2025-11-26,Electrician,TP00092,Electrician Estimate,43800,37222,4270,766,1542,Partially Accepted,Estimate submitted by involved electrician.
CLM00906,EST0002431,2025-12-19,General Contractor,TP00092,Supplement,47700,37042,3012,912,6734,Under Review,Supplemental estimate received with additional repair line items.
CLM00906,EST0002432,2026-01-03,General Contractor,,Supplement,58200,52006,2270,3915,9,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00907,EST0002433,2025-02-08,Carrier,,Initial,50600,39638,5741,38,5183,Final,Initial carrier estimate following inspection and scope review.
CLM00907,EST0002434,2025-02-12,Electrician,TP00091,Electrician Estimate,46100,39925,1035,3550,1590,Under Review,Estimate submitted by involved electrician.
CLM00907,EST0002435,2025-02-20,Public Adjuster,TP00069,Public Adjuster Estimate,83400,74747,7700,1643,0,Accepted,Estimate package submitted by public adjuster.
CLM00908,EST0002436,2025-04-16,Carrier,,Initial,20400,17103,872,56,2369,Superseded,Initial carrier estimate following inspection and scope review.
CLM00908,EST0002437,2025-04-30,General Contractor,TP00057,General Contractor Estimate,27800,21313,2829,2148,1510,Partially Accepted,Estimate submitted by involved general contractor.
CLM00908,EST0002438,2025-07-17,General Contractor,TP00057,Revised,31600,24023,2398,792,4387,Under Review,Revised estimate created following scope reconciliation.
CLM00908,EST0002439,2025-07-24,General Contractor,TP00057,Revised,34100,25338,905,1856,6001,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00909,EST0002440,2022-10-22,Carrier,,Initial,39700,28954,3792,369,6585,Superseded,Initial carrier estimate following inspection and scope review.
CLM00909,EST0002441,2022-11-14,Roofer,TP00027,Roofer Estimate,83200,67777,7273,1965,6185,Partially Accepted,Estimate submitted by involved roofer.
CLM00909,EST0002442,2023-01-15,Carrier,TP00027,Supplement,84900,67891,6546,6355,4108,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00910,EST0002443,2025-09-02,Carrier,,Initial,46900,41080,4138,1394,288,Superseded,Initial carrier estimate following inspection and scope review.
CLM00910,EST0002444,2025-08-31,Roofer,TP00036,Roofer Estimate,43600,36331,2339,2679,2251,Partially Accepted,Estimate submitted by involved roofer.
CLM00910,EST0002445,2025-10-18,Carrier,,Supplement,53900,41660,4389,1913,5938,Under Review,Supplemental estimate received with additional repair line items.
CLM00910,EST0002446,2025-09-30,Roofer,,Revised,60100,48646,1291,2454,7709,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00911,EST0002447,2022-06-08,Carrier,,Initial,27200,22615,1831,1409,1345,Final,Initial carrier estimate following inspection and scope review.
CLM00912,EST0002448,2022-10-02,Carrier,,Initial,20900,17296,1024,1349,1231,Superseded,Initial carrier estimate following inspection and scope review.
CLM00912,EST0002449,2022-10-17,Plumber,TP00039,Plumber Estimate,35500,26591,3737,2598,2574,Partially Accepted,Estimate submitted by involved plumber.
CLM00912,EST0002450,2023-01-07,General Contractor,,Revised,42100,34976,3559,2784,781,Under Review,Supplemental estimate received with additional repair line items.
CLM00912,EST0002451,2022-12-31,Plumber,TP00039,Revised,49200,37796,1868,313,9223,Under Review,Updated estimate following reinspection and documentation review.
CLM00912,EST0002452,2023-01-03,General Contractor,,Supplement,50500,38217,3524,3682,5077,Under Review,Supplemental estimate received with additional repair line items.
CLM00912,EST0002453,2022-12-15,Plumber,TP00039,Revised,55100,41224,3619,984,9273,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00913,EST0002454,2023-01-05,Carrier,,Initial,4500,3451,536,217,296,Superseded,Initial carrier estimate following inspection and scope review.
CLM00913,EST0002455,2023-01-09,General Contractor,TP00050,General Contractor Estimate,4500,3261,141,359,739,Partially Accepted,Estimate submitted by involved general contractor.
CLM00913,EST0002456,2023-01-12,Public Adjuster,TP00067,Public Adjuster Estimate,5400,4467,431,74,428,Accepted,Estimate package submitted by public adjuster.
CLM00913,EST0002457,2023-02-14,General Contractor,,Revised,6400,4856,186,346,1012,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00914,EST0002458,2023-03-23,Carrier,,Initial,35200,26966,3875,827,3532,Superseded,Initial carrier estimate following inspection and scope review.
CLM00914,EST0002459,2023-04-05,Roofer,TP00027,Roofer Estimate,41900,34966,3007,2915,1012,Partially Accepted,Estimate submitted by involved roofer.
CLM00914,EST0002460,2023-05-06,Carrier,,Supplement,44400,35732,2078,2918,3672,Under Review,Supplemental estimate received with additional repair line items.
CLM00914,EST0002461,2023-06-12,General Contractor,TP00027,Supplement,53400,41660,1368,3073,7299,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00915,EST0002462,2022-06-24,Carrier,,Initial,23400,20607,1443,352,998,Superseded,Initial carrier estimate following inspection and scope review.
CLM00915,EST0002463,2022-06-25,General Contractor,TP00052,General Contractor Estimate,21600,17234,2189,321,1856,Partially Accepted,Estimate submitted by involved general contractor.
CLM00915,EST0002464,2022-08-08,General Contractor,TP00052,Revised,24600,21486,2388,552,174,Under Review,Supplemental estimate received with additional repair line items.
CLM00915,EST0002465,2022-09-16,Carrier,TP00052,Supplement,28500,22820,1490,2178,2012,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00916,EST0002466,2024-09-19,Carrier,,Initial,116500,91109,3654,2333,19404,Superseded,Initial carrier estimate following inspection and scope review.
CLM00916,EST0002467,2024-09-23,Roofer,TP00033,Roofer Estimate,110900,96754,3122,7709,3315,Partially Accepted,Estimate submitted by involved roofer.
CLM00917,EST0002468,2023-05-29,Carrier,,Initial,27300,20960,2856,1343,2141,Final,Initial carrier estimate following inspection and scope review.
CLM00918,EST0002469,2022-03-04,Carrier,,Initial,23200,17886,2274,359,2681,Superseded,Initial carrier estimate following inspection and scope review.
CLM00918,EST0002470,2022-03-17,General Contractor,TP00052,General Contractor Estimate,30600,23030,1606,1194,4770,Partially Accepted,Estimate submitted by involved general contractor.
CLM00918,EST0002471,2022-03-17,Public Adjuster,TP00070,Public Adjuster Estimate,36700,31485,1120,1503,2592,Partially Accepted,Estimate package submitted by public adjuster.
CLM00918,EST0002472,2022-04-06,General Contractor,,Supplement,44700,32803,1743,396,9758,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00919,EST0002473,2023-05-31,Carrier,,Initial,70200,60060,2235,5037,2868,Superseded,Initial carrier estimate following inspection and scope review.
CLM00919,EST0002474,2023-06-07,Roofer,TP00026,Roofer Estimate,150100,112288,7189,2380,28243,Partially Accepted,Estimate submitted by involved roofer.
CLM00919,EST0002475,2023-06-13,Public Adjuster,TP00071,Public Adjuster Estimate,83000,68755,6008,614,7623,Partially Accepted,Estimate package submitted by public adjuster.
CLM00919,EST0002476,2023-08-14,General Contractor,,Revised,95900,84558,4976,465,5901,Under Review,Revised estimate created following scope reconciliation.
CLM00919,EST0002477,2023-08-02,Carrier,TP00026,Revised,98200,80374,11015,3280,3531,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00920,EST0002478,2024-02-02,Carrier,,Initial,18800,14199,603,380,3618,Superseded,Initial carrier estimate following inspection and scope review.
CLM00920,EST0002479,2024-02-08,Roofer,TP00029,Roofer Estimate,21900,18263,1824,903,910,Partially Accepted,Estimate submitted by involved roofer.
CLM00920,EST0002480,2024-02-21,Public Adjuster,TP00069,Public Adjuster Estimate,30500,27416,2813,1878,0,Accepted,Estimate package submitted by public adjuster.
CLM00920,EST0002481,2024-03-08,Roofer,TP00029,Revised,35300,30523,2249,2571,0,Under Review,Revised estimate created following scope reconciliation.
CLM00920,EST0002482,2024-05-14,General Contractor,TP00029,Supplement,36700,27971,2224,2553,3952,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00921,EST0002483,2025-07-24,Carrier,,Initial,34800,30859,2550,1642,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00921,EST0002484,2025-08-04,Plumber,TP00045,Plumber Estimate,33700,24996,2833,2409,3462,Partially Accepted,Estimate submitted by involved plumber.
CLM00921,EST0002485,2025-10-20,Plumber,TP00045,Supplement,40100,35885,4064,337,0,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00922,EST0002486,2022-09-17,Carrier,,Initial,12900,10908,310,606,1076,Final,Initial carrier estimate following inspection and scope review.
CLM00923,EST0002487,2023-12-18,Carrier,,Initial,9900,7793,351,385,1371,Superseded,Initial carrier estimate following inspection and scope review.
CLM00923,EST0002488,2023-12-20,Plumber,TP00039,Plumber Estimate,13700,11909,455,726,610,Partially Accepted,Estimate submitted by involved plumber.
CLM00923,EST0002489,2024-01-05,Public Adjuster,TP00068,Public Adjuster Estimate,17200,12688,1678,174,2660,Under Review,Estimate package submitted by public adjuster.
CLM00924,EST0002490,2025-06-14,Carrier,,Initial,12400,10540,536,633,691,Superseded,Initial carrier estimate following inspection and scope review.
CLM00924,EST0002491,2025-06-26,Plumber,TP00038,Plumber Estimate,12400,9026,835,691,1848,Partially Accepted,Estimate submitted by involved plumber.
CLM00924,EST0002492,2025-08-16,General Contractor,,Revised,14000,10129,1463,666,1742,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00925,EST0002493,2024-03-15,Carrier,,Initial,30600,23843,1113,1914,3730,Superseded,Initial carrier estimate following inspection and scope review.
CLM00925,EST0002494,2024-03-23,General Contractor,TP00052,General Contractor Estimate,60700,45729,2450,2772,9749,Partially Accepted,Estimate submitted by involved general contractor.
CLM00925,EST0002495,2024-04-15,Carrier,TP00052,Revised,67000,59832,7918,3846,0,Under Review,Supplemental estimate received with additional repair line items.
CLM00925,EST0002496,2024-06-14,Carrier,TP00052,Revised,77100,57512,3285,1766,14537,Under Review,Revised estimate created following scope reconciliation.
CLM00925,EST0002497,2024-04-24,General Contractor,TP00052,Supplement,85400,74130,6085,2094,3091,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00926,EST0002498,2022-03-20,Carrier,,Initial,17200,13630,1665,910,995,Final,Initial carrier estimate following inspection and scope review.
CLM00927,EST0002499,2023-12-27,Carrier,,Initial,43900,34461,4261,1257,3921,Superseded,Initial carrier estimate following inspection and scope review.
CLM00927,EST0002500,2024-01-19,Roofer,TP00032,Roofer Estimate,58500,42725,5156,3831,6788,Partially Accepted,Estimate submitted by involved roofer.
CLM00928,EST0002501,2023-05-26,Carrier,,Initial,27000,23798,1658,440,1104,Superseded,Initial carrier estimate following inspection and scope review.
CLM00928,EST0002502,2023-06-03,Electrician,TP00091,Electrician Estimate,30700,27383,2419,1675,0,Partially Accepted,Estimate submitted by involved electrician.
CLM00928,EST0002503,2023-08-18,Electrician,TP00091,Revised,34800,28808,2632,2196,1164,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00929,EST0002504,2024-12-21,Carrier,,Initial,59000,43627,5187,2093,8093,Superseded,Initial carrier estimate following inspection and scope review.
CLM00929,EST0002505,2025-01-04,Roofer,TP00032,Roofer Estimate,73000,64354,2806,2397,3443,Partially Accepted,Estimate submitted by involved roofer.
CLM00929,EST0002506,2025-01-19,Carrier,TP00032,Supplement,83000,69850,4920,1729,6501,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00930,EST0002507,2024-11-02,Carrier,,Initial,25400,21514,2494,415,977,Superseded,Initial carrier estimate following inspection and scope review.
CLM00930,EST0002508,2024-11-10,Roofer,TP00026,Roofer Estimate,32300,23847,1673,1315,5465,Partially Accepted,Estimate submitted by involved roofer.
CLM00931,EST0002509,2022-09-25,Carrier,,Initial,79200,66399,3560,2862,6379,Superseded,Initial carrier estimate following inspection and scope review.
CLM00931,EST0002510,2022-10-14,Roofer,TP00028,Roofer Estimate,125100,98420,10900,9162,6618,Partially Accepted,Estimate submitted by involved roofer.
CLM00931,EST0002511,2022-10-11,Public Adjuster,TP00070,Public Adjuster Estimate,93900,75476,2615,2104,13705,Under Review,Estimate package submitted by public adjuster.
CLM00931,EST0002512,2022-11-04,Roofer,,Revised,112200,94378,2700,1517,13605,Under Review,Updated estimate following reinspection and documentation review.
CLM00931,EST0002513,2022-12-28,Carrier,,Supplement,126400,101227,9010,9139,7024,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00932,EST0002514,2025-09-03,Carrier,,Initial,35700,29043,2400,201,4056,Final,Initial carrier estimate following inspection and scope review.
CLM00932,EST0002515,2025-09-26,Roofer,TP00032,Roofer Estimate,36500,31193,1196,1205,2906,Under Review,Estimate submitted by involved roofer.
CLM00932,EST0002516,2025-09-17,Public Adjuster,TP00064,Public Adjuster Estimate,61600,47367,7051,521,6661,Accepted,Estimate package submitted by public adjuster.
