claim_id,note_id,note_date,record_type,note_type,author_role,event_type,correspondence_type,sender_type,sender_id,recipient_type,recipient_id,subject,related_third_party_id,note_text
CLM00718,NOTE00034718,2023-05-19 17:30:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00718,NOTE00034715,2023-05-20 08:00:00,Correspondence,Third Party,Claim Adjuster,,Email,Claim Adjuster,,Claim Adjuster,,Next steps,,Third-party documentation received and added to the electronic claim file.
CLM00718,NOTE00034714,2023-05-20 11:10:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Claim payment/status update,,Updated the insured regarding the current valuation and payment position and explained remaining steps.
CLM00718,NOTE00034719,2023-05-21 11:40:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00718,NOTE00034720,2023-05-23 14:40:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00718,NOTE00034742,2023-05-25 10:30:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00718,NOTE00034729,2023-05-29 08:10:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00718,NOTE00034723,2023-05-30 11:15:00,Note,Payment,Claim Adjuster,,,,,,,,,"Payment and resolution activity remain in progress based on the currently accepted scope, policy terms and outstanding settlement items."
CLM00719,NOTE00034748,2025-09-22 08:00:00,Event,Claim Handling,System,FNOL,,,,,,,,Claim opened following notice of vandalism damage at the insured property. Loss date recorded as 2025-09-22.
CLM00719,NOTE00034749,2025-09-22 13:10:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00719,NOTE00034750,2025-09-23 17:05:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Reached the insured and confirmed loss details. Explained inspection scheduling, documentation needs and expected claim handling steps."
CLM00719,NOTE00034751,2025-09-24 09:10:00,Correspondence,Document Request,Claim Adjuster,,Portal Message,Claim Adjuster,,Customer,,Supporting claim documentation,,"Requested available photographs, invoices, repair proposals and any emergency-service documentation."
CLM00719,NOTE00034783,2025-09-26 10:45:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00719,NOTE00034758,2025-09-26 14:10:00,Event,Third Party,System,Third Party Added,,,,,,,TP00025,Mitigation Company added to the claim: Atlantic Emergency Dryout.
CLM00719,NOTE00034778,2025-09-27 14:15:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Third Party,,Claims Manager,,Documentation follow-up,,Status contact completed with the insured and next steps reviewed.
CLM00719,NOTE00034752,2025-09-30 16:30:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00719,NOTE00034786,2025-09-30 17:40:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Customer,,Claim Adjuster,,Documentation follow-up,,Third-party documentation received and added to the electronic claim file.
CLM00719,NOTE00034761,2025-10-01 15:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00049,General Contractor added to the claim: Coastal Build Group.
CLM00719,NOTE00034755,2025-10-02 09:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00082,Inspector added to the claim: Peninsula Property Inspections.
CLM00719,NOTE00034753,2025-10-02 13:05:00,Event,Inspection,System,Inspection Completed,,,,,,,,Initial inspection completed. Photographs and scope observations documented for the reported vandalism damage.
CLM00719,NOTE00034754,2025-10-03 09:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection file reviewed for completeness. Observed damage and reported mechanism of loss documented for desk review.
CLM00719,NOTE00034762,2025-10-05 13:50:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $5,900. Current initial reserve is $6,000."
CLM00719,NOTE00034757,2025-10-07 08:00:00,Event,Third Party,System,Third Party Added,,,,,,,TP00056,General Contractor added to the claim: Atlantic Home Reconstruction.
CLM00719,NOTE00034759,2025-10-07 14:10:00,Event,Third Party,System,Public Adjuster Added,,,,,,,TP00068,Public Adjuster added to the claim: Gulf Property Adjusting.
CLM00719,NOTE00034788,2025-10-08 16:30:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00719,NOTE00034791,2025-10-09 10:45:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00719,NOTE00034787,2025-10-09 12:15:00,Correspondence,Third Party,Claim Adjuster,,Email,Customer,,Claims Manager,,Next steps,,Third-party documentation received and added to the electronic claim file.
CLM00719,NOTE00034772,2025-10-10 08:30:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00719,NOTE00034782,2025-10-10 08:45:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00719,NOTE00034773,2025-10-10 10:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00719,NOTE00034784,2025-10-10 11:45:00,Note,Manager Review,Claims Manager,,,,,,,,,"Escalated file reviewed for unresolved scope, communication and documentation issues."
CLM00719,NOTE00034790,2025-10-10 17:00:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00719,NOTE00034795,2025-10-12 11:00:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Customer,,Claim Adjuster,,Next steps,,Status update provided regarding supplement or reinspection review.
CLM00719,NOTE00034763,2025-10-12 16:40:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00052,Claim Adjuster,,Repair estimate,TP00052,General Contractor submitted an estimate for repair work. File moved to scope comparison and pricing review.
CLM00719,NOTE00034796,2025-10-13 14:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00719,NOTE00034756,2025-10-14 10:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00052,General Contractor added to the claim: Peninsula Property Restoration.
CLM00719,NOTE00034792,2025-10-17 08:40:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00719,NOTE00034776,2025-10-17 12:10:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Documentation follow-up,,Customer provided an update regarding payment status and remaining items.
CLM00719,NOTE00034764,2025-10-18 10:10:00,Correspondence,Estimate,Claim Adjuster,,Email,Public Adjuster,TP00068,Claim Adjuster,,Representation and estimate package,TP00068,Public adjuster submitted representation documentation and an estimate package for review.
CLM00719,NOTE00034789,2025-10-20 16:30:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Claim Adjuster,,Claims Manager,,Estimate review,,Customer provided an update regarding payment status and remaining items.
CLM00719,NOTE00034781,2025-10-23 08:15:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00719,NOTE00034760,2025-10-24 11:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00077,Appraiser added to the claim: Coastal Property Appraisal.
CLM00719,NOTE00034765,2025-10-27 08:30:00,Event,Coverage,System,Coverage Review Started,,,,,,,,"Coverage and documentation review initiated based on inspection findings, reported cause of loss and submitted records."
CLM00719,NOTE00034766,2025-10-27 17:05:00,Note,Coverage,Senior Adjuster,,,,,,,,,"Policy provisions, inspection findings and submitted documentation reviewed. Outstanding items noted for follow-up."
CLM00719,NOTE00034780,2025-10-29 09:50:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00719,NOTE00034779,2025-10-29 12:50:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Customer,,Claim Adjuster,,Claim status,,Customer provided an update regarding payment status and remaining items.
CLM00719,NOTE00034777,2025-10-31 15:10:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00719,NOTE00034794,2025-11-02 17:05:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00719,NOTE00034767,2025-11-03 11:50:00,Note,Payment,Claim Adjuster,,,,,,,,,Claim valuation reviewed and payment recommendation documented based on the accepted estimate.
CLM00719,NOTE00034774,2025-11-09 09:00:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00719,NOTE00034770,2025-11-10 09:20:00,Note,Estimate,Claim Adjuster,,,,,,,,,Material differences remain between the carrier scope and third-party repair estimate. Reconciliation review is ongoing.
CLM00719,NOTE00034785,2025-11-10 12:05:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00719,NOTE00034768,2025-11-12 14:20:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Claim payment/status update,,Updated the insured regarding the current valuation and payment position and explained remaining steps.
CLM00719,NOTE00034793,2025-11-13 09:20:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00719,NOTE00034775,2025-11-16 15:20:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00719,NOTE00034771,2025-11-17 08:20:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Reinspection or supplemental field review scheduled to address disputed scope items.
CLM00719,NOTE00034797,2025-11-17 10:00:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00719,NOTE00034769,2025-11-17 14:00:00,Note,Estimate,Claims Manager,,,,,,,,,"Supplemental scope, reinspection and disputed valuation issues remain under active review. Additional reconciliation is required before final resolution."
CLM00720,NOTE00034799,2025-03-20 09:45:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00720,NOTE00034798,2025-03-20 09:50:00,Event,Claim Handling,System,FNOL,,,,,,,,Claim opened following notice of hurricane damage at the insured property. Loss date recorded as 2025-03-13.
CLM00720,NOTE00034800,2025-03-21 12:05:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Initial call with policyholder completed. Confirmed reported cause of loss and discussed photographs, repair documentation and inspection expectations."
CLM00720,NOTE00034826,2025-03-21 17:30:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00720,NOTE00034801,2025-03-22 10:20:00,Correspondence,Document Request,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Supporting claim documentation,,"Requested available photographs, invoices, repair proposals and any emergency-service documentation."
CLM00720,NOTE00034825,2025-03-22 11:40:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00720,NOTE00034805,2025-03-24 13:05:00,Note,Investigation,Claim Adjuster,,,,,,,,,Weather information reviewed alongside inspection findings. No catastrophe assignment was made based solely on the current record.
CLM00720,NOTE00034809,2025-03-24 13:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00020,Mitigation Company added to the claim: Peninsula Emergency Mitigation.
CLM00720,NOTE00034822,2025-03-29 10:30:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00720,NOTE00034811,2025-03-30 15:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00094,HVAC Contractor added to the claim: Florida Climate Services.
CLM00720,NOTE00034802,2025-04-01 16:05:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00720,NOTE00034828,2025-04-02 16:05:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00720,NOTE00034823,2025-04-02 16:30:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00720,NOTE00034803,2025-04-03 15:45:00,Event,Inspection,System,Inspection Completed,,,,,,,,"Field inspection completed. Damage areas, condition of affected components and reported cause of loss were documented."
CLM00720,NOTE00034806,2025-04-03 16:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00083,Inspector added to the claim: Coastal Inspection Services.
CLM00720,NOTE00034804,2025-04-04 13:10:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection file reviewed for completeness. Observed damage and reported mechanism of loss documented for desk review.
CLM00720,NOTE00034813,2025-04-04 16:00:00,Event,Third Party,System,Third Party Added,,,,,,,TP00055,General Contractor added to the claim: Orange State Contracting.
CLM00720,NOTE00034821,2025-04-05 14:15:00,Correspondence,Third Party,Claim Adjuster,,Email,Claim Adjuster,,Claims Manager,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00720,NOTE00034815,2025-04-05 17:10:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00026,Claim Adjuster,,Repair estimate,TP00026,Roofer submitted an estimate for repair work. File moved to scope comparison and pricing review.
CLM00720,NOTE00034814,2025-04-06 09:30:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $37,800. Current initial reserve is $35,700."
CLM00720,NOTE00034808,2025-04-06 11:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00048,General Contractor added to the claim: Palm State Construction.
CLM00720,NOTE00034810,2025-04-08 10:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00088,Emergency Services Provider added to the claim: Coastal Emergency Services.
CLM00720,NOTE00034819,2025-04-08 13:15:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Claim Adjuster,,Claim Adjuster,,Estimate review,,Status contact completed with the insured and next steps reviewed.
CLM00720,NOTE00034807,2025-04-10 17:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00026,Roofer added to the claim: SunCoast Roofing Solutions.
CLM00720,NOTE00034812,2025-04-12 08:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00038,Plumber added to the claim: Atlantic Pipe & Drain.
CLM00720,NOTE00034820,2025-04-13 11:40:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00720,NOTE00034817,2025-04-14 16:00:00,Note,Coverage,Senior Adjuster,,,,,,,,,"Coverage review continued with focus on causation, claimed scope and supporting repair documentation."
CLM00720,NOTE00034824,2025-04-16 08:10:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00720,NOTE00034829,2025-04-17 09:10:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00720,NOTE00034830,2025-04-18 09:45:00,Correspondence,Third Party,Claim Adjuster,,Portal Message,Customer,,Customer,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00720,NOTE00034816,2025-04-19 10:05:00,Event,Coverage,System,Coverage Review Started,,,,,,,,"Coverage and documentation review initiated based on inspection findings, reported cause of loss and submitted records."
CLM00720,NOTE00034827,2025-04-21 08:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00720,NOTE00034818,2025-04-23 17:15:00,Note,Coverage,Senior Adjuster,,,,,,,,,"Coverage and documentation review remain open. The file is awaiting completion of causation, policy and supporting-document analysis."
CLM00721,NOTE00034831,2024-08-06 12:50:00,Event,Claim Handling,System,FNOL,,,,,,,,FNOL completed. Insured reports property damage attributed to theft with loss date 2024-07-30.
CLM00721,NOTE00034832,2024-08-06 14:15:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00721,NOTE00034833,2024-08-07 13:00:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Initial call with policyholder completed. Confirmed reported cause of loss and discussed photographs, repair documentation and inspection expectations."
CLM00721,NOTE00034893,2024-08-08 10:20:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00721,NOTE00034834,2024-08-08 11:15:00,Correspondence,Document Request,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Supporting claim documentation,,"Sent document request for photographs, receipts, invoices and any contractor or mitigation records already available."
CLM00721,NOTE00034841,2024-08-08 11:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00024,Mitigation Company added to the claim: Orange State Mitigation.
CLM00721,NOTE00034876,2024-08-08 17:50:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Customer,,Claims Manager,,Claim status,,Customer provided an update regarding payment status and remaining items.
CLM00721,NOTE00034851,2024-08-09 08:20:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00721,NOTE00034885,2024-08-09 09:50:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00721,NOTE00034864,2024-08-15 11:05:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00721,NOTE00034835,2024-08-19 14:30:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00721,NOTE00034840,2024-08-19 15:00:00,Event,Third Party,System,Third Party Added,,,,,,,TP00052,General Contractor added to the claim: Peninsula Property Restoration.
CLM00721,NOTE00034871,2024-08-19 16:00:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00721,NOTE00034874,2024-08-20 14:50:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00721,NOTE00034838,2024-08-21 10:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00082,Inspector added to the claim: Peninsula Property Inspections.
CLM00721,NOTE00034836,2024-08-21 16:50:00,Event,Inspection,System,Inspection Completed,,,,,,,,"Property inspected. Field adjuster captured photographs, measurements and observed conditions relevant to the theft claim."
CLM00721,NOTE00034837,2024-08-22 09:00:00,Note,Inspection,Field Adjuster,,,,,,,,,Field notes finalized. Damage observations forwarded to the assigned adjuster for estimate and coverage review.
CLM00721,NOTE00034886,2024-08-22 09:15:00,Correspondence,Third Party,Claim Adjuster,,Portal Message,Third Party,,Customer,,Documentation follow-up,,Third-party documentation received and added to the electronic claim file.
CLM00721,NOTE00034861,2024-08-22 15:05:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00721,NOTE00034843,2024-08-23 15:15:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00055,Claim Adjuster,,Repair estimate,TP00055,Third-party general contractor estimate received and indexed. Adjuster reviewing differences against the carrier scope.
CLM00721,NOTE00034842,2024-08-24 16:30:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $23,600. Current initial reserve is $21,700."
CLM00721,NOTE00034873,2024-08-25 17:15:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00721,NOTE00034894,2024-08-27 10:20:00,Correspondence,Third Party,Claim Adjuster,,Portal Message,Claim Adjuster,,Claim Adjuster,,Next steps,,Third-party documentation received and added to the electronic claim file.
CLM00721,NOTE00034844,2024-08-28 10:50:00,Event,Coverage,System,Coverage Review Started,,,,,,,,"Coverage and documentation review initiated based on inspection findings, reported cause of loss and submitted records."
CLM00721,NOTE00034839,2024-08-29 14:00:00,Event,Third Party,System,Third Party Added,,,,,,,TP00055,General Contractor added to the claim: Orange State Contracting.
CLM00721,NOTE00034880,2024-08-31 17:30:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Documentation follow-up,,Customer provided an update regarding payment status and remaining items.
CLM00721,NOTE00034878,2024-09-04 11:45:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00721,NOTE00034855,2024-09-05 13:50:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00721,NOTE00034846,2024-09-08 11:10:00,Note,Payment,Claim Adjuster,,,,,,,,,"Payment position reviewed based on accepted scope, deductible and current estimate."
CLM00721,NOTE00034854,2024-09-10 16:15:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Customer,,Customer,,Next steps,,Customer provided an update regarding payment status and remaining items.
CLM00721,NOTE00034853,2024-09-12 15:05:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Third Party,,Claims Manager,,Documentation follow-up,,Customer provided an update regarding payment status and remaining items.
CLM00721,NOTE00034887,2024-09-16 09:05:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00721,NOTE00034879,2024-09-16 11:00:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00721,NOTE00034859,2024-09-16 11:20:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00721,NOTE00034845,2024-09-18 13:10:00,Note,Coverage,Senior Adjuster,,,,,,,,,"Coverage review continued with focus on causation, claimed scope and supporting repair documentation."
CLM00721,NOTE00034882,2024-09-18 14:15:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00721,NOTE00034884,2024-09-22 15:20:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00721,NOTE00034850,2024-09-24 13:10:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Reinspection or supplemental field review scheduled to address disputed scope items.
CLM00721,NOTE00034852,2024-09-24 14:40:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00721,NOTE00034863,2024-09-25 17:20:00,Note,Manager Review,Claims Manager,,,,,,,,,"Escalated file reviewed for unresolved scope, communication and documentation issues."
CLM00721,NOTE00034892,2024-09-27 12:00:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00721,NOTE00034870,2024-09-29 09:50:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00721,NOTE00034891,2024-09-30 12:30:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Claim Adjuster,,Claim Adjuster,,Estimate review,,Customer provided an update regarding payment status and remaining items.
CLM00721,NOTE00034858,2024-10-01 10:15:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00721,NOTE00034872,2024-10-02 13:40:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00721,NOTE00034860,2024-10-02 17:20:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Third Party,,Claims Manager,,Documentation follow-up,,Customer provided an update regarding payment status and remaining items.
CLM00721,NOTE00034889,2024-10-04 12:45:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Claims Manager,,Claim status,,Status update provided regarding supplement or reinspection review.
CLM00721,NOTE00034848,2024-10-04 13:10:00,Event,Estimate,System,Supplement Received,,,,,,,,Supplemental estimate or additional scope documentation received for review.
CLM00721,NOTE00034868,2024-10-04 17:10:00,Correspondence,Third Party,Claim Adjuster,,Portal Message,Claim Adjuster,,Claim Adjuster,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00721,NOTE00034847,2024-10-04 17:45:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Claim payment/status update,,Claim status and payment calculation discussed with the policyholder. Questions regarding scope and documentation were addressed.
CLM00721,NOTE00034883,2024-10-05 17:40:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00721,NOTE00034866,2024-10-06 13:20:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00721,NOTE00034888,2024-10-06 16:10:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Customer,,Claim Adjuster,,Claim status,,Customer provided an update regarding payment status and remaining items.
CLM00721,NOTE00034875,2024-10-06 16:45:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00721,NOTE00034849,2024-10-07 10:40:00,Note,Estimate,Claim Adjuster,,,,,,,,,Material differences remain between the carrier scope and third-party repair estimate. Reconciliation review is ongoing.
CLM00721,NOTE00034856,2024-10-10 15:15:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Estimate review,,Customer provided an update regarding payment status and remaining items.
CLM00721,NOTE00034865,2024-10-10 17:00:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00721,NOTE00034890,2024-10-12 11:05:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00721,NOTE00034881,2024-10-15 09:40:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Customer,,Claims Manager,,Next steps,,Third-party documentation received and added to the electronic claim file.
CLM00721,NOTE00034869,2024-10-20 11:20:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Estimate review,,Status contact completed with the insured and next steps reviewed.
CLM00721,NOTE00034867,2024-10-20 13:50:00,Correspondence,Third Party,Claim Adjuster,,Email,Third Party,,Claim Adjuster,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00721,NOTE00034862,2024-10-20 15:50:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00721,NOTE00034857,2024-10-24 15:05:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00721,NOTE00034877,2024-10-26 09:05:00,Note,Estimate,Claims Manager,,,,,,,,,"Supplemental scope, reinspection and disputed valuation issues remain under active review. Additional reconciliation is required before final resolution."
CLM00722,NOTE00034896,2023-06-05 10:50:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00722,NOTE00034895,2023-06-05 12:20:00,Event,Claim Handling,System,FNOL,,,,,,,,FNOL completed. Insured reports property damage attributed to hurricane with loss date 2023-06-01.
CLM00722,NOTE00034897,2023-06-06 17:30:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Initial call with policyholder completed. Confirmed reported cause of loss and discussed photographs, repair documentation and inspection expectations."
CLM00722,NOTE00034898,2023-06-07 09:20:00,Correspondence,Document Request,Claim Adjuster,,Portal Message,Claim Adjuster,,Customer,,Supporting claim documentation,,"Requested available photographs, invoices, repair proposals and any emergency-service documentation."
CLM00722,NOTE00034912,2023-06-07 13:05:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00722,NOTE00034902,2023-06-09 10:00:00,Note,Investigation,Claim Adjuster,,,,,,,,,Weather information reviewed alongside inspection findings. No catastrophe assignment was made based solely on the current record.
CLM00722,NOTE00034899,2023-06-09 11:05:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00722,NOTE00034914,2023-06-09 17:45:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00722,NOTE00034903,2023-06-11 08:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00085,Inspector added to the claim: Sunstate Property Inspections.
